num|date|name|budget|domestic|intl
3116|3/20/1998|Mr. Nice Guy|6000000|12716953|31716953
3117|1/1/1956|War and Peace|6000000|12500000|12500000
3118|4/24/1998|Sliding Doors|6000000|11911200|58809149
3119|5/24/1995|Tales from the Hood|6000000|11784569|11784569
3120|10/13/1989|Halloween 5: The Revenge of Michael Myers|6000000|11642254|11642254
3121|9/7/2012|The Words|6000000|11494838|12132578
3122|12/15/2000|Pollock|6000000|8596914|10557291
3123|2/15/2008|Dolphins and Whales Tribes of the Ocean 3D|6000000|7714996|17252287
3124|2/26/1999|200 Cigarettes|6000000|6852450|6852450
3125|3/19/2010|City Island|6000000|6671283|6671283
3126|3/16/2012|Casa de mi Padre|6000000|5909483|8446952
3127|7/29/2011|The Guard|6000000|5359774|15944629
3128|4/21/2000|The Virgin Suicides|6000000|4859475|10619770
3129|8/29/2008|College|6000000|4694491|5629618
3130|12/4/1998|Little Voice|6000000|4595000|21787233
3131|2/5/1999|Simply Irresistible|6000000|4398989|4398989
3132|12/21/2006|Venus|6000000|3347411|7818479
3133|7/20/2001|Hedwig and the Angry Inch|6000000|3067312|3643900
3134|10/31/2003|Shattered Glass|6000000|2207975|2932719
3135|7/3/2008|The Wackness|6000000|2077046|3330012
3136|11/16/2001|Novocaine|6000000|2025238|2522928
3137|7/15/2011|Snow Flower and the Secret Fan|6000000|1348205|11348205
3138|12/7/2001|The Business of Strangers|6000000|1030920|1290920
3139|8/30/1991|Beastmaster 2: Through the Portal of Time|6000000|773490|773490
3140|6/18/1969|The Wild Bunch|6000000|509424|509424
3141|3/25/2011|The 5th Quarter|6000000|408159|408159
3142|2/2/1979|The First Great Train Robbery|6000000|391942|391942
3143|12/20/2002|Morvern Callar|6000000|267194|267194
3144|10/10/2003|The Flower of Evil|6000000|181798|181798
3145|11/10/2006|Come Early Morning|6000000|119452|119452
3146|4/2/2010|The Greatest|6000000|115862|115862
3147|5/8/2009|Julia|6000000|65108|1365108
3148|4/5/2002|Lucky Break|6000000|54606|4316497
3149|10/3/2007|Lake of Fire|6000000|25317|26007
3150|4/2/2010|Don McKay|6000000|13722|13722
3151|5/10/2011|Hit List The|6000000|0|0
3152|3/15/2011|A Shine of Rainbows|6000000|0|0
3153|12/31/1995|Men of War|6000000|0|0
3154|8/12/2005|11:14|6000000|0|0
3155|12/31/2014|Song One|6000000|0|0
3156|2/4/1983|Videodrome|5952000|2120439|2120439
3157|8/2/1996|Emma|5900000|22231658|37831658
3158|5/16/2003|L'auberge espagnole|5900000|3895664|3895664
3159|2/8/1968|The Planet of the Apes|5800000|33395426|33395426
3160|3/7/1965|The Train|5800000|6800000|6800000
3161|3/18/2011|Winter in Wartime|5800000|542860|9662214
3162|9/8/2006|Tom yum goong|5700000|12044087|43044087
3163|8/27/1999|Stiff Upper Lips|5700000|69582|69582
3164|9/7/2012|The Inbetweeners|5700000|35955|86051320
3165|3/12/2003|Bend it Like Beckham|5600000|32543449|76730377
3166|9/1/2006|Crossover|5600000|7009668|7009668
3167|6/21/2002|Sunshine State|5600000|3064356|3064356
3168|12/25/1973|The Sting|5500000|159616327|159616327
3169|9/25/1981|Chariots of Fire|5500000|57159946|57159946
3170|2/25/2005|Diary of a Mad Black Woman|5500000|50406346|50425450
3171|11/22/1996|Shine|5500000|35811509|35811509
3172|9/27/2013|Don Jon|5500000|24477704|26377704
3173|7/20/2001|Ghost World|5500000|6217849|8761608
3174|12/14/2001|Iris|5500000|5580479|15155021
3175|6/6/1980|Galaxina|5500000|4865000|4865000
3176|11/26/2004|Les Choristes|5500000|3629758|83529758
3177|10/3/2003|Wonderland|5500000|1060512|1060512
3178|7/1/2005|De battre mon coeur s'est arrêté|5500000|1023424|8589831
3179|4/1/2011|Haevnen|5500000|1008098|5691237
3180|10/21/2011|Le Havre|5500000|611709|13480196
3181|5/17/2002|Harvard Man|5500000|56653|56653
3182|7/15/2011|Salvation Boulevard|5500000|28468|28468
3183|1/27/2006|Rang De Basanti|5300000|2197694|29197694
3184|10/27/2000|A Room for Romeo Brass|5250000|20097|20097
3185|8/1/1944|Wilson|5200000|2000000|2000000
3186|8/5/2005|Saint Ralph|5200000|795126|1695126
3187|10/3/1980|Somewhere in Time|5100000|9709597|9709597
3188|4/19/2002|My Big Fat Greek Wedding|5000000|241438208|352242522
3189|9/26/1986|Crocodile Dundee|5000000|174803506|328000000
3190|10/21/2011|Paranormal Activity 3|5000000|104028807|207039844
3191|10/28/2005|Saw II|5000000|87025093|152925093
3192|9/13/2013|Insidious Chapter 2|5000000|83586447|161921515
3193|10/25/2002|Jackass: The Movie|5000000|64282312|79282312
3194|10/19/2012|Paranormal Activity 4|5000000|53900335|142793842
3195|2/27/1987|A Nightmare On Elm Street 3: Dream Warriors|5000000|44793222|44793222
3196|9/16/1953|The Robe|5000000|36000000|36000000
3197|9/13/1991|Freddy's Dead: The Final Nightmare|5000000|34872033|34872033
3198|12/24/2003|Monster|5000000|34469210|58003694
3199|1/3/2014|Paranormal Activity: The Marked Ones|5000000|32462372|86362372
3200|12/23/1954|20,000 Leagues Under the Sea|5000000|28200000|28200000
3201|4/11/2014|Oculus|5000000|27678475|30978475
3202|10/3/1980|The Elephant Man|5000000|26010864|26010864
3203|3/16/2001|Memento|5000000|25544867|39723096
3204|8/26/2011|Our Idiot Brother|5000000|24814830|25861249
3205|7/21/2006|Clerks II|5000000|24148068|25894473
3206|4/8/1998|The Players Club|5000000|23047939|23047939
3207|10/13/2000|Billy Elliot|5000000|21995263|109280263
3208|7/5/2013|The Way Way Back|5000000|21502690|26161443
3209|12/17/1997|The Apostle|5000000|20733485|21277770
3210|11/3/1982|The Man From Snowy River|5000000|20659423|20659423
3211|10/23/1991|House Party 2|5000000|19438638|19438638
3212|3/26/1999|Doug's 1st Movie|5000000|19421271|19421271
3213|9/18/1981|Mommie Dearest|5000000|19032000|25032000
3214|10/1/1988|Halloween 4: The Return of Michael Myers|5000000|17768757|17768757
3215|9/2/2011|Apollo 18|5000000|17686929|26517819
3216|9/29/1995|Halloween:  The Curse of Michael Myers|5000000|15126948|15126948
3217|1/1/1954|The Egyptian|5000000|15000000|15000000
3218|11/7/1997|Eve's Bayou|5000000|14843425|14843425
3219|4/10/1981|Nighthawks|5000000|14600000|19600000
3220|7/28/1989|Friday the 13th Part VIII: Jason Takes Manhattan|5000000|14343976|14343976
3221|3/15/2013|Spring Breakers|5000000|14124286|30669531
3222|3/15/2002|Y Tu Mamá También|5000000|13649881|33649881
3223|9/24/2004|Shaun of the Dead|5000000|13542874|30332385
3224|6/21/1996|Lone Star|5000000|12961389|12961389
3225|3/27/1986|April Fool's Day|5000000|12947763|12947763
3226|4/2/1982|Diner|5000000|12592907|12592907
3227|4/15/1983|Lone Wolf McQuade|5000000|12232628|12232628
3228|3/13/2009|Sunshine Cleaning|5000000|12062558|16462558
3229|1/1/1959|Solomon and Sheba|5000000|11000000|11000000
3230|1/1/1957|A Farewell To Arms|5000000|11000000|11000000
3231|8/20/1982|The Beastmaster|5000000|10751126|10751126
3232|1/9/2009|Not Easily Broken|5000000|10572742|10732909
3233|10/6/2000|Digimon: The Movie|5000000|9628751|16628751
3234|5/28/2004|Saved!|5000000|8886160|10228228
3235|5/9/2003|Les invasions barbares|5000000|8460000|8460000
3236|3/11/1976|Robin and Marian|5000000|8000000|8000000
3237|12/22/1978|Force 10 from Navarone|5000000|7100000|7100000
3238|4/27/2001|The Forsaken|5000000|6755271|6755271
3239|7/21/1989|UHF|5000000|6157157|6157157
3240|5/28/2010|Sea Rex 3D: Journey to a Prehistoric World|5000000|6096582|16515203
3241|1/6/2006|Grandma's Boy|5000000|6090172|6590172
3242|8/14/1998|Slums of Beverly Hills|5000000|5502773|5502773
3243|5/28/1969|C'era una volta il West|5000000|5321508|5321508
3244|7/13/2001|Made|5000000|5308707|5476060
3245|11/19/2004|La mala educación|5000000|5211842|40311842
3246|6/12/2009|Moon|5000000|5010163|10676073
3247|5/12/2006|Keeping Up with the Steins|5000000|4339241|4414154
3248|10/10/1997|The Sweet Hereafter|5000000|4306697|7951247
3249|2/25/2011|Des Hommes et Des Dieux|5000000|3954651|46263525
3250|8/27/1982|Jekyll and Hyde... Together Again|5000000|3707583|3707583
3251|5/13/2011|Everything Must Go|5000000|2712131|2712131
3252|12/17/2010|Rabbit Hole|5000000|2229058|5839592
3253|1/30/1998|Zero Effect|5000000|2080693|2080693
3254|10/22/2004|The Machinist|5000000|1082044|8782570
3255|9/21/1992|Light Sleeper|5000000|1050861|1050861
3256|8/29/2003|Party Monster|5000000|742898|894030
3257|7/14/2006|The Oh in Ohio|5000000|418689|648183
3258|2/21/1996|Bottle Rocket|5000000|407488|407488
3259|1/17/1997|Albino Alligator|5000000|353480|353480
3260|8/3/2007|Gandhi, My Father|5000000|240425|1375194
3261|4/25/2008|Standard Operating Procedure|5000000|228830|228830
3262|9/30/2011|Tucker & Dale vs. Evil|5000000|223838|5476793
3263|3/27/1998|No Looking Back|5000000|143273|143273
3264|6/13/2003|Tycoon|5000000|121016|121016
3265|6/4/1999|Desert Blue|5000000|99147|99147
3266|2/27/2004|Decoys|5000000|84733|96760
3267|11/16/2007|Redacted|5000000|65388|765388
3268|1/28/2005|Fascination|5000000|16670|83356
3269|1/30/2007|Farce of the Penguins|5000000|0|0
3270|8/29/2008|Obsluhoval jsem anglického krále|4900000|617228|7174984
3271|11/20/1996|Sling Blade|4833610|24475416|34175000
3272|1/6/2006|Hostel|4800000|47326473|82241110
3273|9/30/2011|Take Shelter|4750000|1728953|3128953
3274|1/27/2006|Tristram Shandy: A Cock and Bull Story|4750000|1253413|3061763
3275|8/22/1986|The Texas Chainsaw Massacre 2|4700000|8025872|8025872
3276|4/22/1988|Lady in White|4700000|1705139|1705139
3277|10/13/2006|Driving Lessons|4700000|239962|239962
3278|5/23/1973|Pat Garrett and Billy the Kid|4638783|8000000|11000000
3279|7/16/2004|Camping Sauvage|4600000|3479302|3479302
3280|3/4/2005|Dear Frankie|4600000|1340891|3147385
3281|6/24/2011|Le nom des gens|4600000|514237|9261711
3282|5/28/2008|Savage Grace|4600000|434417|968805
3283|10/19/2007|Out of the Blue|4600000|728|731767
3284|3/23/1984|Police Academy|4500000|81198894|81198894
3285|3/9/1994|Four Weddings and a Funeral|4500000|52700832|242895809
3286|8/13/1982|Fast Times at Ridgemont High|4500000|27092880|27092880
3287|9/28/1996|Secrets & Lies|4500000|13417292|13417292
3288|12/19/2002|25th Hour|4500000|13084595|25344490
3289|1/1/1956|Moby Dick|4500000|10400000|10400000
3290|10/4/1996|Bound|4500000|3802260|7011317
3291|10/6/2000|Requiem for a Dream|4500000|3635482|7390108
3292|3/9/1962|State Fair|4500000|3500000|3500000
3293|10/24/2008|Låt den rätte komma in|4500000|2122085|12247682
3294|2/12/1999|Tango|4500000|1687311|5428387
3295|4/23/1986|Salvador|4500000|1500000|1500000
3296|9/2/2011|Salvando al Soldado Perez|4500000|1400726|9330465
3297|10/26/2001|Donnie Darko|4500000|1270522|7696529
3298|3/27/1998|Karakter|4500000|713413|713413
3299|8/19/2011|Mozart's Sister|4500000|707885|707885
3300|3/14/2003|Spun|4500000|410241|1022649
3301|7/23/2010|Life During Wartime|4500000|281447|281447
3302|5/4/2006|Chinjeolhan geumjassi|4500000|211667|23471871
3303|10/7/2011|Blackthorn|4500000|200558|1249765
3304|4/18/2003|Lilja 4-ever|4500000|181655|4762172
3305|2/22/2002|Mean Machine|4500000|92723|92723
3306|8/31/2007|Fong juk|4500000|51957|51957
3307|11/19/1975|One Flew Over the Cuckoo's Nest|4400000|108981275|108981275
3308|6/25/1976|Silent Movie|4400000|36145695|36145695
3309|6/6/2014|Anna|4357373|0|0
3310|6/6/2003|Whale Rider|4300000|20779666|39892476
3311|6/13/2001|Sexy Beast|4300000|6946056|10154577
3312|12/4/2009|Paa|4300000|199228|9791282
3313|10/19/1990|Night of the Living Dead|4200000|5835247|5835247
3314|2/17/2006|Nochnoy dozor|4200000|1502188|33913542
3315|8/13/2010|Animal Kingdom|4200000|1044039|8078683
3316|5/28/2010|George A. Romero's Survival of the Dead|4200000|101740|101740
3317|5/23/2006|High School Musical|4200000|0|0
3318|3/6/1998|Love and Death on Long Island|4030000|2542264|2542264
3319|3/19/1982|Porky's|4000000|109492484|109492484
3320|2/5/1953|Peter Pan|4000000|87400000|87400000
3321|11/25/1992|The Crying Game|4000000|62546695|62546695
3322|9/12/2003|Lost in Translation|4000000|44585453|112550685
3323|4/20/1977|Annie Hall|4000000|38251425|38251425
3324|1/10/1952|The Greatest Show on Earth|4000000|36000000|36000000
3325|10/27/1995|Leaving Las Vegas|4000000|31983777|49800000
3326|12/26/2001|Monster's Ball|4000000|31273922|43766463
3327|1/1/1960|Exodus|4000000|21750000|21750000
3328|7/9/2010|The Kids Are All Right|4000000|20811365|36275469
3329|8/17/1979|The Life of Brian|4000000|20008693|20008693
3330|4/18/2014|A Haunted House 2|4000000|17329487|21206861
3331|3/1/2013|The Last Exorcism Part II|4000000|15179303|18541236
3332|12/17/1974|The Front Page|4000000|15000000|15000000
3333|1/1/1956|Trapeze|4000000|14400000|14400000
3334|8/16/1985|The Return of the Living Dead|4000000|14237880|14237880
3335|6/25/2004|De-Lovely|4000000|13337299|18396382
3336|11/4/1988|They Live|4000000|13000000|13000000
3337|8/4/2000|Saving Grace|4000000|12178602|27786849
3338|8/8/1963|The Great Escape|4000000|11744471|11744471
3339|2/6/2004|What the #$'! Do We Know|4000000|10941801|10941801
3340|7/28/2006|Scoop|4000000|10525717|39375361
3341|11/14/2001|The Wash|4000000|10097096|10097096
3342|3/1/2000|3 Strikes|4000000|9821335|9821335
3343|4/11/2008|The Visitor|4000000|9427026|19174817
3344|11/26/2003|The Cooler|4000000|8291572|10464788
3345|1/1/1961|The Misfits|4000000|8200000|8200000
3346|8/4/2006|The Night Listener|4000000|7836393|10770993
3347|2/3/1995|The Jerky Boys|4000000|7555256|7555256
3348|12/28/2007|El orfanato|4000000|7159147|79673704
3349|5/25/2007|Bug|4000000|7006708|7006708
3350|10/11/2002|The Rules of Attraction|4000000|6525762|11799060
3351|12/19/1969|Topaz|4000000|6000000|6000000
3352|11/17/2006|Let's Go to Prison|4000000|4630045|4630045
3353|12/25/1995|Four Rooms|4000000|4301000|4301000
3354|4/25/2003|The Real Cancun|4000000|3816594|3816594
3355|12/1/1988|Talk Radio|4000000|3468572|3468572
3356|1/31/1997|Waiting for Guffman|4000000|2922988|2922988
3357|9/10/1999|Love Stinks|4000000|2793776|2793776
3358|6/22/2007|You Kill Me|4000000|2426851|3858964
3359|9/16/2005|Thumbsucker|4000000|1328679|1919197
3360|3/5/2011|Red State|4000000|1065429|1065429
3361|9/30/2005|MirrorMask|4000000|864959|963224
3362|3/31/1987|Barbarians, The|4000000|800000|800000
3363|2/28/2003|Poolhall Junkies|4000000|563711|563711
3364|5/28/1999|The Loss of Sexual Innocence|4000000|399793|399793
3365|3/4/1988|Prison|4000000|354704|354704
3366|5/1/1998|Shooting Fish|4000000|302204|302204
3367|5/8/2009|Adoration|4000000|294244|384244
3368|8/4/2000|Psycho Beach Party|4000000|267972|267972
3369|1/28/2000|The Big Tease|4000000|185577|185577
3370|7/25/2003|Mondays in the Sun|4000000|146402|146402
3371|4/1/2011|Trust|4000000|120016|120016
3372|12/22/2000|An Everlasting Piece|4000000|75078|75078
3373|3/26/1999|Among Giants|4000000|64359|64359
3374|7/16/1999|The Velocity of Gary|4000000|34145|34145
3375|12/27/2002|Sonny|4000000|17639|17639
3376|6/20/1997|The Last Time I Committed Suicide|4000000|12836|12836
3377|11/18/2011|Another Happy Day|4000000|9120|978527
3378|3/20/2012|A Lonely Place to Die|4000000|0|442550
3379|1/1/1930|Hell's Angels|4000000|0|0
3380|11/9/1972|1776|4000000|0|0
3381|12/31/2013|Geograf globus propil|4000000|0|0
3382|12/31/2012|The Helpers|4000000|0|0
3383|12/15/1939|Gone with the Wind|3900000|198680470|390525192
3384|12/12/1966|A Man for All Seasons|3900000|28350000|28350000
3385|12/30/1925|Ben-Hur|3900000|9000000|9000000
3386|1/1/1976|Network|3800000|23689877|23689877
3387|1/14/2011|Down for Life|3800000|41914|41914
3388|4/30/2010|The Good Heart|3800000|20930|340930
3389|4/7/1965|Major Dundee|3800000|14873|14873
3390|5/17/1950|Annie Get Your Gun|3768785|8000000|8000000
3391|8/11/2006|Casa de Areia|3750000|539285|1178175
3392|5/13/1970|The Ballad of Cable Hogue|3716946|3500000|5000000
3393|1/1/1948|The Pirate|3700000|2956000|2956000
3394|11/21/2006|The History Boys|3700000|2730296|13425589
3395|11/3/2006|Unknown|3700000|26403|3355048
3396|5/25/1969|Midnight Cowboy|3600000|44785053|44785053
3397|7/4/1980|Airplane!|3500000|83453539|83453539
3398|1/1/1970|M*A*S*H|3500000|81600000|81600000
3399|8/13/1997|The Full Monty|3500000|45950122|257938649
3400|5/26/1993|Menace II Society|3500000|27731527|27731527
3401|4/26/1995|Friday|3500000|27467564|27936778
3402|12/6/2002|Empire|3500000|17504595|18495444
3403|5/1/1987|Creepshow 2|3500000|14000000|14000000
3404|1/1/1967|In Cold Blood|3500000|13000000|13000000
3405|1/1/1959|The Nun's Story|3500000|12800000|12800000
3406|6/21/1972|Frenzy|3500000|12600000|12600000
3407|2/23/1966|Harper|3500000|12000000|12000000
3408|5/27/1998|I Got the Hook-Up!|3500000|10317779|10317779
3409|8/23/1996|She's the One|3500000|9482579|13795053
3410|1/1/1980|Terror Train|3500000|8000000|8000000
3411|11/6/1998|Gods and Monsters|3500000|6451628|6451628
3412|4/16/2010|El secreto de sus ojos|3500000|6391436|40527719
3413|3/13/1987|Evil Dead II|3500000|5923044|5923044
3414|7/3/1985|Day of the Dead|3500000|5804262|34004262
3415|6/29/2001|Pootie Tang|3500000|3293258|3293258
3416|4/19/2000|La otra conquista|3500000|886410|886410
3417|9/14/2007|Ira and Abby|3500000|221096|221096
3418|2/17/2006|Winter Passing|3500000|107492|113783
3419|3/25/2005|D.E.B.S.|3500000|96793|96793
3420|6/26/2009|Surveillance|3500000|27349|1396395
3421|9/17/1999|Taxman|3500000|9871|9871
3422|1/29/2013|Batman: The Dark Knight Returns Part 2|3500000|0|0
3423|11/7/2006|Secret, The|3500000|0|0
3424|3/11/2014|In the Name of the King III|3500000|0|0
3425|5/17/2013|Jagten|3450000|687185|687185
3426|6/24/2005|La marche de l'empereur|3400000|77437223|129437223
3427|12/23/1977|High Anxiety|3400000|31063038|31063038
3428|10/21/2011|Margin Call|3400000|5353586|17872206
3429|4/23/2004|L'incomparable mademoiselle C.|3400000|493905|493905
3430|7/11/2008|August|3400000|12636|12636
3431|10/26/2007|Bella|3300000|8093373|12405473
3432|1/17/2003|Cidade de Deus|3300000|7563397|32059295
3433|5/5/2000|Human Traffic|3300000|104257|5422740
3434|12/29/2006|The Dead Girl|3300000|19875|19875
3435|11/18/1983|A Christmas Story|3250000|20605209|20605209
3436|8/20/1982|Class of 1984|3250000|6965361|6965361
3437|1/30/2009|Entre les murs|3250000|3766810|34114067
3438|10/29/1999|Dreaming of Joseph Lees|3250000|7680|7680
3439|6/12/1968|Rosemary's Baby|3200000|33395426|33395426
3440|1/1/1962|The Man Who Shot Liberty Valance|3200000|8000000|8000000
3441|7/16/2004|Maria Full of Grace|3200000|6529624|14441158
3442|6/3/2011|Beginners|3200000|5790894|11564267
3443|7/29/2009|Adam|3200000|2277396|2828590
3444|9/22/2006|Feast|3200000|56131|341808
3445|1/1/1946|It's a Wonderful Life|3180000|6600000|6600000
3446|7/19/1996|Trainspotting|3100000|16501785|24000785
3447|7/28/1978|National Lampoon's Animal House|3000000|141600000|141600000
3448|10/20/2010|Paranormal Activity 2|3000000|84752907|177512032
3449|6/7/2013|The Purge|3000000|64473115|91100541
3450|12/22/1964|Goldfinger|3000000|51100000|124900000
3451|10/12/2012|Sinister|3000000|48086903|87727807
3452|8/18/2000|The Original Kings of Comedy|3000000|38168022|38236338
3453|12/18/1957|The Bridge on the River Kwai|3000000|33300000|33300000
3454|1/1/1978|Coming Home|3000000|32653000|32653000
3455|11/20/1998|Waking Ned Devine|3000000|24793251|55193251
3456|8/1/1997|Air Bud|3000000|24646936|27788649
3457|10/11/2002|Bowling for Columbine|3000000|21576018|58576018
3458|11/1/1985|A Nightmare On Elm Street Part 2: Freddy's Revenge|3000000|21163999|21163999
3459|6/10/1975|Love and Death|3000000|20123742|20123742
3460|8/1/1986|Friday the 13th Part VI: Jason Lives|3000000|19472057|19472057
3461|8/2/2002|Martin Lawrence Live: RunTelDat|3000000|19184820|19184820
3462|1/1/1960|The Apartment|3000000|18600000|24600000
3463|2/15/2002|Super Troopers|3000000|18492362|23046142
3464|9/20/1958|Cat on a Hot Tin Roof|3000000|17570324|17570324
3465|5/26/1970|Beneath the Planet of the Apes|3000000|17489009|17489009
3466|4/6/2001|Pokemon 3: The Movie|3000000|17052128|68452128
3467|8/13/1993|Jason Goes to Hell: The Final Friday|3000000|15935068|15935068
3468|4/27/1990|Spaced Invaders|3000000|15000000|15000000
3469|4/9/1976|Family Plot|3000000|13200000|13200000
3470|7/16/1966|Torn Curtain|3000000|13000000|13000000
3471|3/3/2006|Dave Chappelle's Block Party|3000000|11718595|12051924
3472|10/25/1985|Krush Groove|3000000|11052713|11052713
3473|1/1/1960|Elmer Gantry|3000000|10400000|10400000
3474|5/8/2009|Next Day Air|3000000|10027047|10172519
3475|5/12/1999|Trippin'|3000000|9017070|9017070
3476|1/1/1948|Red River|3000000|9012000|9012000
3477|8/8/2001|The Deep End|3000000|8823109|10091739
3478|11/20/1987|Teen Wolf Too|3000000|7888000|7888000
3479|4/7/2006|Phat Girlz|3000000|7061128|7301080
3480|7/8/1988|Phantasm II|3000000|7000000|7000000
3481|10/18/2002|Real Women Have Curves|3000000|5853194|5853194
3482|8/28/1981|Gallipoli|3000000|5732587|5732587
3483|4/28/2006|Water|3000000|5529144|11322573
3484|4/14/2000|East is East|3000000|4170647|30438635
3485|9/1/2000|Whipped|3000000|4142507|4142507
3486|2/28/1997|Kama Sutra|3000000|4109095|4109095
3487|4/30/2010|Please Give|3000000|4033574|4570178
3488|6/30/1971|Willy Wonka & the Chocolate Factory|3000000|4000000|4000000
3489|9/24/1993|Warlock: The Armageddon|3000000|3902679|3902679
3490|4/18/1997|8 Heads in a Duffel Bag|3000000|3602884|4002884
3491|9/13/1978|Days of Heaven|3000000|3446749|3660880
3492|5/24/2002|Thirteen Conversations About One Thing|3000000|3287435|3705923
3493|2/19/1999|Jawbreaker|3000000|3076820|3076820
3494|8/9/1996|Basquiat|3000000|2962051|2962051
3495|2/24/2006|Tsotsi|3000000|2912606|11537539
3496|4/9/2010|Letters to God|3000000|2848587|2908902
3497|10/16/1998|Happiness|3000000|2746453|5746453
3498|4/4/2003|DysFunkTional Family|3000000|2255000|2255000
3499|5/6/2011|Hobo with a Shotgun|3000000|703372|834953
3500|1/15/2010|Fish Tank|3000000|374675|5922292
3501|8/23/1996|Freeway|3000000|295493|295493
3502|10/6/2006|Love's Abiding Joy|3000000|252726|252726
3503|2/12/1993|Braindead|3000000|242623|242623
3504|10/1/2010|Chain Letter|3000000|205842|635842
3505|3/26/2010|The Eclipse|3000000|133411|133411
3506|3/21/2008|The Grand|3000000|115879|115879
3507|3/17/2006|Sommersturm|3000000|95204|95204
3508|8/4/1999|The Gambler|3000000|51773|101773
3509|10/13/2000|Just Looking|3000000|39852|39852
3510|1/13/2012|The Divide|3000000|18000|18000
3511|9/9/2011|Tanner Hall|3000000|5073|5073
3512|9/30/2005|My Big Fat Independent Movie|3000000|4655|4655
3513|1/15/2013|30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo|3000000|0|0
3514|4/15/2008|à L'Intérieur|3000000|0|0
3515|7/28/1951|Alice in Wonderland|3000000|0|0
3516|12/31/2013|Something Wicked|3000000|0|0
3517|12/31/2011|Fort McCoy|3000000|0|0
3518|2/15/1950|Cinderella|2900000|85000000|85000000
3519|11/20/1998|Central do Brasil|2900000|5969553|17006158
3520|1/1/1961|Pocketful of Miracles|2900000|5000000|5000000
3521|3/24/2006|Boynton Beach Club|2900000|3127472|3127472
3522|10/1/2010|Freakonomics|2900000|101270|117270
3523|3/29/1959|Some Like it Hot|2883848|25000000|25000000
3524|6/10/2005|High Tension|2850000|3681066|6435262
3525|12/15/1974|Young Frankenstein|2800000|86300000|86300000
3526|6/25/1976|The Omen|2800000|48570885|48570885
3527|7/22/2005|Hustle & Flow|2800000|22202809|23563727
3528|5/13/1988|Friday the 13th Part VII: The New Blood|2800000|19170001|19170001
3529|9/15/2006|Artie Lange's Beer League|2800000|475000|475000
3530|8/25/1939|The Wizard of Oz|2777000|33711566|33711566
3531|2/15/2008|Diary of the Dead|2750000|952620|5394447
3532|10/17/1979|The Black Stallion|2700000|37799643|37799643
3533|6/13/1997|Ulee's Gold|2700000|9054736|15600000
3534|9/1/2006|Lage Raho Munnabhai|2700000|2217561|31517561
3535|12/31/2008|Rejsen til Saturn|2700000|0|2783634
3536|1/1/1963|Donovan's Reef|2686000|6600000|6600000
3537|1/16/1998|The Dress|2650000|16556|16556
3538|12/24/1943|A Guy Named Joe|2627000|5363000|5363000
3539|1/1/1974|Blazing Saddles|2600000|119500000|119500000
3540|4/13/1984|Friday the 13th Part IV: The Final Chapter|2600000|32980880|32980880
3541|7/9/2004|Riding Giants|2600000|2276368|3216111
3542|12/12/2008|Los Cronocrímenes|2600000|39127|564474
3543|12/7/2007|Timber Falls|2600000|0|0
3544|12/31/2008|Silver Medalist|2600000|0|0
3545|4/10/1952|Singin' in the Rain|2540000|7200000|7200000
3546|1/11/2013|A Haunted House|2500000|40041683|59922558
3547|7/3/2013|Kevin Hart: Let Me Explain|2500000|32244051|32244051
3548|7/28/2004|Garden State|2500000|26782316|36028802
3549|10/4/1996|That Thing You Do!|2500000|25857416|34557416
3550|10/30/1981|Halloween II|2500000|25533818|25533818
3551|10/22/1982|Halloween 3: Season of the Witch|2500000|14400000|14400000
3552|10/1/2008|Religulous|2500000|13011160|13136074
3553|1/1/1971|Escape from the Planet of the Apes|2500000|12300000|12300000
3554|5/29/1963|Hud|2500000|10000000|10000000
3555|9/29/1991|My Own Private Idaho|2500000|6401336|6401336
3556|1/27/1995|Before Sunrise|2500000|5274005|5274005
3557|10/3/2003|Sur Le Seuil|2500000|2013052|2013052
3558|6/16/2000|Jesus' Son|2500000|1282084|1687548
3559|9/26/2003|My Life Without Me|2500000|432360|9476113
3560|3/31/2006|Marilyn Hotchkiss' Ballroom Dancing and Charm School|2500000|349132|497195
3561|4/1/2011|Super|2500000|327716|518362
3562|4/17/2009|Sleep Dealer|2500000|80136|108907
3563|9/8/2000|Anatomie|2500000|9598|9598
3564|12/31/2009|The Calling|2500000|0|0
3565|10/16/1996|Get on the Bus|2400000|5691854|5691854
3566|1/5/2007|Thr3e|2400000|1008849|1060418
3567|7/25/2007|This is England|2380000|327919|8739576
3568|1/1/1944|Bathing Beauty|2361000|3500000|3500000
3569|9/24/1951|Show Boat|2300000|11000000|11000000
3570|5/1/1998|Dancer, Texas Pop. 81|2300000|574838|574838
3571|8/26/2011|Redemption Road|2300000|29384|29384
3572|11/13/1940|Fantasia|2280000|83320000|83320000
3573|8/13/1982|Friday the 13th Part 3|2250000|36690067|36690067
3574|10/9/1971|The French Connection|2200000|41158757|41158757
3575|3/22/1985|Friday the 13th Part V: A New Beginning|2200000|21930418|21930418
3576|2/9/2007|The Last Sin Eater|2200000|388390|388390
3577|1/1/1945|The Valley of Decision|2160000|9132000|9132000
3578|11/21/1946|The Best Years of Our Lives|2100000|23600000|23600000
3579|7/13/2001|Bully|2100000|881824|1381824
3580|5/29/2002|Elling|2100000|313436|313436
